,Chirp_corr,ChirpCorr_Angle,ChirpCorr_distance,ChirpCorr_ExpDate,type
240,0.7530446,4.037708,3.6004522,20170615,0.0
241,0.7631191,157.60832,59.193645,20170615,0.0
242,0.66477704,38.02548,15.080996,20170615,0.0
243,0.7654912,153.83827,16.402357,20170615,0.0
244,0.7396476,47.241337,10.886878,20170615,0.0
245,0.7260531,24.384087,61.139088,20170615,0.0
246,0.6545168,27.96036,36.032112,20170615,0.0
247,0.70299554,25.633263,64.34999,20170615,0.0
248,0.6770178,49.349567,322.86417,20170615,0.0
249,0.6627695,48.728592,311.81808,20170615,0.0
250,0.62404823,49.078938,298.02432,20170615,0.0
251,0.6386715,49.308197,287.84598,20170615,0.0
252,0.6517064,48.5649,277.76816,20170615,0.0
253,0.60796744,48.755222,304.2562,20170615,0.0
254,0.60117006,49.013294,301.00253,20170615,0.0
255,0.69561005,32.443798,168.99811,20170615,0.0
256,0.68745065,29.395872,158.26118,20170615,0.0
257,0.67030644,36.170254,134.64694,20170615,0.0
258,0.6993496,36.97742,126.69101,20170615,0.0
259,0.64954,36.293842,140.17105,20170615,0.0
260,0.6651435,34.370716,185.61465,20170615,0.0
261,0.62834275,29.7367,173.07092,20170615,0.0
262,0.62669754,36.817173,142.97745,20170615,0.0
263,0.5986789,32.6437,180.91689,20170615,0.0
264,0.5755542,34.686207,206.49835,20170615,0.0
265,0.5668277,29.721355,153.01253,20170615,0.0
266,0.60834813,33.04911,116.46913,20170615,0.0
267,0.5800601,25.359827,106.21946,20170615,0.0
268,0.50666887,23.594954,130.53934,20170615,0.0
269,0.57796127,35.801685,143.9179,20170615,0.0
270,0.5650544,34.877617,126.33132,20170615,0.0
271,0.5538488,32.172924,154.97864,20170615,0.0
272,0.5561273,18.814995,118.15042,20170615,0.0
273,0.5650693,43.862793,118.334,20170615,0.0
274,0.5330089,19.417965,113.84221,20170615,0.0
275,0.548646,30.140917,152.34753,20170615,0.0
276,0.54862803,57.534016,137.83694,20170615,0.0
277,0.50473744,59.766872,122.26277,20170615,0.0
278,0.49736232,66.83656,108.829994,20170615,0.0
279,0.5055904,22.525581,139.05574,20170615,0.0
280,0.53302985,19.773823,130.78427,20170615,0.0
281,0.80324394,25.768187,69.35283,20170615,0.0
282,0.81242496,6.134857,230.05,20170615,0.0
283,0.7894194,135.12184,9.315548,20170615,0.0
284,0.801245,169.09175,46.277645,20170615,0.0
285,0.7195213,39.813286,27.996996,20170615,0.0
286,0.83073217,2.3907292,3.4863563,20170615,0.0
287,0.779711,49.005413,23.80288,20170615,0.0
288,0.73818606,26.045847,74.055084,20170615,0.0
289,0.70861083,29.442335,48.948112,20170615,0.0
290,0.7487972,27.272617,77.26599,20170615,0.0
291,0.683147,48.67985,335.78018,20170615,0.0
292,0.68894315,48.032726,324.7341,20170615,0.0
293,0.64786166,48.36431,310.94034,20170615,0.0
294,0.6595969,48.717793,300.762,20170615,0.0
295,0.67807287,47.948444,290.68414,20170615,0.0
296,0.6162943,48.071285,317.1722,20170615,0.0
297,0.62393165,48.314785,313.91855,20170615,0.0
298,0.7048413,32.832672,181.91411,20170615,0.0
299,0.6891013,29.247162,171.17719,20170615,0.0
300,0.6817775,36.784237,147.56294,20170615,0.0
301,0.72319597,37.77304,139.60701,20170615,0.0
302,0.66030407,36.67367,153.08705,20170615,0.0
303,0.6777489,33.997726,198.53065,20170615,0.0
304,0.66353804,30.13609,185.98692,20170615,0.0
305,0.6227003,37.0565,155.89345,20170615,0.0
306,0.6177509,32.257027,193.83289,20170615,0.0
307,0.61236995,34.049236,219.41435,20170615,0.0
308,0.5825656,29.731632,165.92853,20170615,0.0
309,0.6218585,34.21591,129.38513,20170615,0.0
310,0.60962296,26.91197,119.13546,20170615,0.0
311,0.5180313,24.385933,143.45534,20170615,0.0
312,0.6201977,36.03963,156.8339,20170615,0.0
313,0.5850641,37.388367,139.24733,20170615,0.0
314,0.56838506,32.130974,167.89464,20170615,0.0
315,0.590499,20.700878,131.06642,20170615,0.0
316,0.5941507,46.43545,131.25,20170615,0.0
317,0.5627089,21.356998,126.75821,20170615,0.0
318,0.55505276,30.152979,165.26353,20170615,0.0
319,0.5914753,57.972366,150.75294,20170615,0.0
320,0.55590415,60.780952,135.17877,20170615,0.0
321,0.5371712,68.72617,121.745995,20170615,0.0
322,0.5421341,17.600597,151.97174,20170615,0.0
323,0.53991055,14.82792,143.70027,20170615,0.0
324,0.80989474,7.0892105,263.6244,20170615,0.0
325,0.78260773,27.776863,60.037277,20170615,0.0
326,0.8180893,15.651594,115.63047,20170615,0.0
327,0.7031981,157.56915,41.35583,20170615,0.0
328,0.8125734,22.192974,72.83918,20170615,0.0
329,0.78156245,159.41832,45.54995,20170615,0.0
330,0.7730399,2.1430695,4.70226,20170615,0.0
331,0.7293481,154.84052,20.404713,20170615,0.0
332,0.76866865,1.7644657,7.9131646,20170615,0.0
333,0.7378992,36.550247,369.35458,20170615,0.0
334,0.73646736,35.843903,358.30847,20170615,0.0
335,0.69700575,36.120014,344.51474,20170615,0.0
336,0.6923231,36.808743,334.3364,20170615,0.0
337,0.72012323,35.980206,324.25854,20170615,0.0
338,0.6663609,35.91389,350.7466,20170615,0.0
339,0.6618272,36.114033,347.49295,20170615,0.0
340,0.74786466,26.432673,215.48851,20170615,0.0
341,0.75006396,19.89196,204.75159,20170615,0.0
342,0.7335052,30.251076,181.13733,20170615,0.0
343,0.7502322,32.070915,173.18141,20170615,0.0
344,0.7019043,29.022783,186.66145,20170615,0.0
345,0.72414136,23.328632,232.10506,20170615,0.0
346,0.70300144,23.233158,219.56133,20170615,0.0
347,0.67734,28.731094,189.46783,20170615,0.0
348,0.66133463,21.64888,227.40729,20170615,0.0
349,0.62028706,22.430916,252.98875,20170615,0.0
350,0.6165918,21.03486,199.50293,20170615,0.0
351,0.65505,30.85077,162.95953,20170615,0.0
352,0.63707596,26.756273,152.70987,20170615,0.0
353,0.5386058,20.437721,177.02974,20170615,0.0
354,0.64012706,27.78519,190.4083,20170615,0.0
355,0.6145431,50.086002,172.82172,20170615,0.0
356,0.5973892,22.959581,201.46904,20170615,0.0
357,0.617896,23.73762,164.64082,20170615,0.0
358,0.6049223,58.860645,164.8244,20170615,0.0
359,0.5654659,24.589031,160.33261,20170615,0.0
360,0.59045905,21.417694,198.83792,20170615,0.0
361,0.6109571,50.365265,184.32735,20170615,0.0
362,0.57830495,55.650517,168.75317,20170615,0.0
363,0.5491303,68.18147,155.32039,20170615,0.0
364,0.5636825,27.76578,185.54614,20170615,0.0
365,0.5681717,25.089523,177.27467,20170615,0.0
366,0.7806105,7.933917,220.73445,20170615,0.0
