,exp_date,recording_id,roi_id,type,dendritic_distance_to_soma,euclidean_distance_to_density_center,sRF_asd_upsampled_cntr_size_60,cntrs_offset_calibrate_to_rois_60,cntr_quality_60,sRF_asd_upsampled_cntr_size_65,cntrs_offset_calibrate_to_rois_65,cntr_quality_65,sRF_asd_upsampled_cntr_size_70,cntrs_offset_calibrate_to_rois_70,cntr_quality_70,cntr_quality
389,20161110_2,1,18,0,105.4784257645,64.2009809713,10.2560147966,60.3194594588,1,7.0892728906,47.0410007771,1,3.944783258,45.7612071362,1,1
390,20161110_2,1,19,0,73.8519397033,52.1317620589,13.3094997389,0,0,6.7550827337,0,0,0,0,0,0
391,20161110_2,1,20,0,118.8962143239,73.9402043241,22.6063936064,0,0,12.9360694831,0,0,8.9676484244,0,0,0
392,20161110_2,1,21,0,121.7603231588,69.5423072656,50.8021855587,0,0,35.6400397533,0,0,22.0774501527,0,0,0
393,20161110_2,1,22,0,71.8141869521,53.2496185752,16.6394573289,0,0,41.2994564811,0,0,24.5441892009,0,0,0
394,20161110_2,1,23,0,44.8922892145,51.630105994,35.0426163334,0,0,18.0442348533,0,0,10.1857665265,0,0,0
395,20161110_2,1,24,0,47.5950419872,49.5556146771,28.079899611,0,0,18.0228787157,0,0,8.4917612418,0,0,0
396,20161110_2,1,25,0,50.7941508005,56.7954150888,16.2687348227,0,0,4.5422567545,175.0408797494,1,0,0,0,0
397,20161110_2,1,26,0,114.5880094805,70.644665422,3.5446300997,124.8311943781,1,0,0,0,0,0,0,0
398,20161110_2,2,1,0,145.2297045769,69.2314122613,36.4587817236,0,0,26.8213544746,0,0,18.920593312,0,0,0
399,20161110_2,2,2,0,158.8793772324,75.8162133166,29.8499061054,0,0,33.9703871033,0,0,20.2158099873,0,0,0
400,20161110_2,2,3,0,142.5697044911,66.5851387524,30.2462839388,0,0,21.2305195671,0,0,12.3535711342,0,0,0
401,20161110_2,2,4,0,217.0415437935,83.0279436119,29.5005862995,0,0,22.9470554596,0,0,16.1961691801,0,0,0
402,20161110_2,2,5,0,180.2808582139,92.0693729558,2.9286856644,132.6720110691,1,42.8338326615,0,0,21.4158132061,0,0,0
403,20161110_2,2,6,0,135.3837775606,59.9747684793,50.7356786596,0,0,53.8579226526,0,0,29.4885301756,0,0,0
404,20161110_2,2,7,0,175.6544486557,88.8238307018,31.9743249588,0,0,16.9085313283,0,0,12.3887289428,0,0,0
405,20161110_2,2,8,0,152.9229676313,72.5406661552,37.9872867458,0,0,21.2320257359,0,0,4.4591307828,89.6479942756,1,0
406,20161110_2,2,9,0,150.5061368167,70.9567764099,41.9843028616,0,0,27.300214037,0,0,16.3944309433,0,0,0
407,20161110_2,2,10,0,170.9235978171,84.7170219976,33.2913504324,0,0,17.6515725989,0,0,8.3090499476,0,0,0
408,20161110_2,2,11,0,177.8686835532,88.2211636606,15.1483399066,0,0,5.4237374933,8.58494026,1,3.0140089806,6.5478776292,1,0
409,20161110_2,2,12,0,138.7087776678,63.2789155462,0,0,0,41.2624740907,0,0,23.7671393389,0,0,0
410,20161110_2,2,13,0,171.3462438122,85.2770493645,42.7900559881,0,0,33.2991384219,0,0,21.6209176358,0,0,0
411,20161110_2,2,14,0,156.4370991477,74.6615712389,24.0009231689,0,0,17.1002642124,0,0,8.7266184446,1.8154016553,1,0
412,20161110_2,2,15,0,162.0902813739,78.1928820214,40.9464825437,0,0,23.2259534619,0,0,7.9042461007,0,0,0
413,20161110_2,2,16,0,166.7444662791,81.8762583272,53.8089297809,0,0,36.5914083164,0,0,20.8401026855,0,0,0
414,20161110_2,3,1,0,133.8680558328,47.5839267047,11.6904832452,47.3320654546,1,9.3827931188,16.2199227683,1,7.5121203234,11.920885088,1,1
415,20161110_2,3,2,0,152.8572134093,59.4716012185,24.7357525033,0,0,18.0926179052,0,0,14.0681847308,0,0,0
416,20161110_2,3,3,0,129.8780557041,43.727376866,15.5124150491,45.496827276,1,12.6381957058,9.2325390891,1,10.2706320619,7.2664882321,1,1
417,20161110_2,3,4,0,127.2180556182,41.1704759914,34.6195381631,0,0,27.3272107398,0,0,20.5726071878,0,0,0
418,20161110_2,3,5,0,130.0949624603,38.2702114104,4.5865075707,31.408251169,1,2.5912232612,16.9664458863,1,0,0,0,0
419,20161110_2,3,6,0,105.9881342267,27.580815588,19.3831489238,0,0,14.4815014263,0,0,8.7524197359,14.458059215,1,0
420,20161110_2,3,7,0,140.9976168242,52.1205626216,27.0073420775,0,0,18.3537998272,0,0,10.2733616902,18.0970901555,1,0
421,20161110_2,3,8,0,117.0539238872,32.5253352423,17.4898941073,0,0,12.8078709199,0,0,6.9887147433,23.7118316419,1,0
422,20161110_2,3,9,0,146.7971777728,55.6630009134,34.9866402641,0,0,19.6550152813,0,0,8.4817039375,0,0,0
423,20161110_2,3,10,0,110.9185864048,29.9055888081,29.0090965566,0,0,18.8424915142,0,0,8.5752750641,136.5956125379,1,0
424,20161110_2,3,11,0,113.5785864906,31.1433400112,12.7996636816,27.4730978138,1,10.5459835213,13.3218466999,1,8.5513542786,18.4086992797,1,1
425,20161110_2,3,12,0,108.258586319,28.8605623261,4.0663551773,247.7916243004,1,2.8579998882,218.8806594813,1,0,0,0,0
426,20161110_2,3,13,0,126.4090049514,35.5399520943,20.4022083479,0,0,18.7009782749,0,0,15.0823632629,0,0,0
427,20161110_2,3,14,0,118.1472660221,33.4754341496,13.1340342212,39.4314236396,1,10.4041944504,1.8857875475,1,7.9108330414,14.9474607215,1,1
428,20161110_2,3,15,0,114.5080197671,30.2169092431,3.1575851157,133.1567576105,1,62.1474131789,0,0,44.673448114,0,0,0
429,20161110_2,3,16,0,120.4216766813,35.2592240308,44.7329812351,0,0,26.6114858522,0,0,12.6667275176,0,0,0
430,20161110_2,3,17,0,123.0816767672,37.7948154041,10.7909097231,0,0,0,0,0,0,0,0,0
431,20161110_2,3,18,0,121.7477181573,35.9763458044,9.385539236,0,0,6.9696427762,0,0,3.6246247971,163.4501545755,1,0
432,20161110_2,3,19,0,136.4139599529,49.2229224258,29.507774683,0,0,18.0653600781,0,0,11.1549427996,17.5223180758,1,0
433,20161215_1,0,0,0,0,68.8109059982,20.3199901267,61.9252949046,1,16.884631699,61.1488075132,1,13.7141167938,61.4762644331,1,1
434,20161215_1,1,1,0,87.386132647,18.3221737827,15.7382858938,17.0479165843,1,13.239476481,13.8046528637,1,10.9791364568,11.0783986435,1,1
435,20161215_1,1,2,0,79.9811196277,23.2501016984,16.6750671214,21.8503688926,1,14.1096596087,18.3251250018,1,11.8052222735,15.2085314656,1,1
436,20161215_1,1,3,0,82.9593244282,21.0562789033,22.7862201329,17.7905111957,1,18.5034595989,18.1781308082,1,15.1674771375,17.5056370071,1,1
437,20161215_1,1,4,0,110.3075603256,16.3237446141,15.8074467412,2.8870353914,1,13.0891345307,1.4176472651,1,10.6513776423,0.753377467,1,1
438,20161215_1,1,5,0,104.8944040487,10.0522508854,19.2904511316,0,0,16.1710210365,5.1029051653,1,13.4235325493,7.404917923,1,0
439,20161215_1,1,6,0,91.5374888379,19.151741641,13.9875123557,19.9672759922,1,11.7412261804,19.0131717442,1,9.727931421,18.6635440183,1,1
440,20161215_1,1,7,0,113.7862657635,12.8677668022,14.9021899787,8.2537535971,1,12.011481353,9.0713941235,1,9.2943363308,5.3656398493,1,1
441,20161215_1,1,8,0,91.1861861216,15.4866306513,16.0067336812,13.9890755053,1,12.9446089555,13.8616995703,1,10.0210000677,15.8249155007,1,1
442,20161215_1,1,9,0,116.6962706071,16.7832835371,13.7161568019,0,0,10.6736215433,0,0,6.0968751421,27.4285158818,1,0
443,20161215_1,1,10,0,128.3239830962,23.516686783,13.1189404791,5.6901823417,1,10.9157907678,6.4605515793,1,8.8212647622,5.8584892097,1,1
444,20161215_1,1,11,0,105.7239034542,18.4746539907,14.208740372,15.0224224772,1,11.7656627606,13.6311055482,1,9.4845214445,13.9505382934,1,1
445,20161215_1,1,12,0,96.8243910079,13.3533225099,16.0689016812,10.6795666297,1,13.3584235211,10.7573032807,1,10.9547459941,10.9257496458,1,1
446,20161215_1,1,13,0,123.7830789117,20.3001098692,11.2566693111,12.0415131326,1,9.1349778209,13.2577243538,1,7.3399723162,13.2115703341,1,1
447,20161215_1,1,14,0,110.1858136283,10.3178634249,16.5054307924,7.2652330175,1,13.7922118215,10.8766764591,1,11.3604101648,11.4009918949,1,1
448,20161215_1,1,15,0,101.9161992481,11.3170617164,23.8539344562,4.2065206871,1,18.0777002909,12.5279384103,1,13.5708861633,12.6264624388,1,1
449,20161215_1,1,16,0,83.4674757971,23.6660532062,15.5191839664,14.2883127728,1,12.8609156293,10.2334299051,1,10.4919021687,10.5308195598,1,1
450,20161215_1,1,17,0,91.2470594702,23.712448562,27.8614238441,0,0,21.5103659754,11.3375041072,1,18.0636779366,9.2428775421,1,0
451,20161215_1,1,18,0,118.1372232938,14.7450418383,26.4043901517,0,0,22.2830367584,0,0,18.5497826474,0,0,0
452,20161215_1,1,19,0,120.5721747701,18.6140145666,13.6436453549,4.2353332684,1,11.2024893301,8.5496604133,1,9.0659618045,8.9444102409,1,1
453,20161215_1,1,20,0,114.4258185149,15.8711455364,16.5446840249,13.9751459566,1,13.4046163003,9.2832436345,1,10.3691646761,6.9828556512,1,1
454,20161215_1,1,21,0,94.7483929794,20.064876504,8.9827082221,0,0,2.8571803454,279.3069975981,1,0,0,0,0
455,20161215_1,2,1,0,153.7057305528,64.0194644681,25.4303800046,27.8212811704,1,21.0931793483,33.9663613186,1,17.1132248911,36.8004634314,1,1
456,20161215_1,2,2,0,143.2947373859,62.451915605,29.272778012,34.7930572877,1,25.0025058929,40.5129275784,1,18.7312980709,44.457726709,1,1
457,20161215_1,2,3,0,137.7706284653,62.6555065202,28.8440537196,30.1817434382,1,23.35611702,34.6021162243,1,18.530552891,0,0,0
458,20161215_1,2,4,0,133.186971594,63.2687198357,21.8086031057,0,0,17.172417504,0,0,13.6508296868,0,0,0
459,20161215_1,2,5,0,172.1822293509,65.0167675693,14.9143199834,0,0,0,0,0,0,0,0,0
460,20161215_1,2,6,0,165.0099156726,62.4980490743,30.0458200188,40.6115894118,1,26.3194862867,44.5637497082,1,22.6815763677,44.7037730916,1,1
461,20161215_1,2,7,0,147.6456949163,63.6231079124,19.1670169197,0,0,13.626943322,0,0,4.9979888941,278.3096468768,1,0
462,20161215_1,2,8,0,158.2316573975,62.3218839956,14.9952075267,0,0,5.1196051468,0,0,0,0,0,0
463,20161215_1,2,9,0,129.776466113,63.6512883157,36.3512024588,0,0,28.2797200958,0,0,19.1963962538,0,0,0
464,20161215_1,2,10,0,148.8752122457,59.0693918074,34.8852676282,0,0,23.0118889141,0,0,13.4082867067,0,0,0
465,20161215_1,2,11,0,155.3961391547,56.3157275079,21.0733407721,16.7508259478,1,16.5216506054,0,0,11.491356699,44.3424870417,1,0
466,20161215_1,2,12,0,122.4473037821,64.734857084,58.5352547541,0,0,39.486504374,0,0,19.4264497454,0,0,0
467,20161215_1,3,1,0,98.111638364,52.9569375136,10.9841776487,19.2986352329,1,9.0613554643,17.8442950405,1,7.3761078026,16.0093541085,1,1
468,20161215_1,3,2,0,89.5529587037,53.6661531553,14.6689066714,19.8973114023,1,12.1367551178,17.2190530057,1,9.9012982564,15.3126957271,1,1
469,20161215_1,3,3,0,112.9344624098,61.8966799277,12.2025457519,25.7228203604,1,10.0822620484,21.3205559263,1,8.2082816372,19.7259584668,1,1
470,20161215_1,3,4,0,82.1906983713,50.6597661904,12.6696433621,30.9218392745,1,10.5912846414,28.2142313787,1,8.7066594924,25.5947835166,1,1
471,20161215_1,3,5,0,99.7320677746,59.2460319725,15.4284921603,17.6550157226,1,12.2257892379,11.0300830597,1,9.6268104313,8.696267038,1,1
472,20161215_1,3,6,0,87.2825066115,53.5685946214,17.2000790827,29.2935843699,1,13.2520473385,28.4295774397,1,10.3549181309,27.6340415857,1,1
473,20161215_1,3,7,0,93.4138855269,52.9228475005,23.4333486312,23.4340016971,1,19.538909125,17.3637241558,1,16.0532303354,14.8121690844,1,1
474,20161215_1,3,8,0,106.659848094,64.5103435739,17.2057969261,27.5942168564,1,14.1394229242,22.4431268543,1,11.4434032084,19.8990322569,1,1
475,20161215_1,3,9,0,103.5929945978,62.5351221816,13.5097828356,16.9259051462,1,10.4581296616,11.0336947418,1,8.2135920951,8.3000593759,1,1
476,20161215_1,3,10,0,115.9126672104,63.9135680219,11.4729241285,25.2604178066,1,9.5931152703,20.4819997097,1,7.8883648905,18.417986677,1,1
477,20161215_1,3,11,0,136.3282064765,81.1809323359,12.0032812814,0,0,13.5402054435,0,0,0,0,0,0
478,20161215_1,3,12,0,103.4030479436,55.3234492443,13.3520198479,26.9909855315,1,11.1509284884,21.2568929855,1,9.1057482233,17.9021278183,1,1
479,20161215_1,3,13,0,141.7337120218,82.5939841517,18.9020360453,33.0799489047,1,15.0537513498,29.5552186391,1,11.9826427685,29.1908074998,1,1
480,20161215_1,3,14,0,123.6209076046,68.7827523666,13.7203458418,31.0963460519,1,11.2527190345,25.0579052751,1,9.0628316578,22.8308811058,1,1
481,20161215_1,3,15,0,117.9685406234,71.2964837959,16.1178539874,33.1374105896,1,13.3995656435,29.6331884535,1,10.9843345038,28.6109216894,1,1
482,20161215_1,4,1,0,235.0245071539,102.4267897502,8.1578254623,35.4708877574,1,6.7876655948,34.201928114,1,5.5563020274,35.4614781052,1,1
483,20161215_1,4,2,0,208.9816392744,83.1333049932,8.9198811303,14.2550967563,1,7.4390348497,15.1066580302,1,6.1030797758,17.3781343109,1,1
484,20161215_1,4,3,0,229.0680975529,97.8525740634,9.5729802037,39.7414002778,1,7.937224263,40.0630604884,1,6.488307864,41.8309460757,1,1
485,20161215_1,4,4,0,215.5602962101,88.1728756292,7.2851819102,17.4710706935,1,6.1216404412,17.0078705218,1,5.0527687899,18.662663506,1,1
486,20161215_1,4,5,0,221.3598571587,92.3226716705,7.3838519605,18.2570730867,1,6.1934013213,18.2955807239,1,5.1015932325,20.0442362996,1,1
487,20161215_1,4,6,0,226.2467414049,95.3995730377,8.5436355071,28.1587339861,1,7.1405443271,27.6419782747,1,5.8690125599,29.2800156694,1,1
488,20161215_1,4,7,0,249.5545737551,114.2105284685,9.3218424144,42.6043248025,1,7.7256991174,41.8303015531,1,6.3101937975,42.9493195206,1,1
489,20161215_1,4,8,0,238.9431640038,105.5527119244,11.2239629271,35.2424367078,1,9.1577658197,34.1273215837,1,7.3868606565,35.8216930569,1,1
490,20161215_1,4,9,0,259.3441348324,121.5134033446,12.0528347361,50.4685649274,1,9.5990332404,45.9719501247,1,7.6695636371,45.7190217301,1,1
491,20161215_1,4,10,0,243.2513688473,108.7325794634,14.1394965967,0,0,9.8106141144,35.7448660997,1,7.7390127228,35.3002597871,1,0
492,20161215_1,4,11,0,211.9170913881,85.5750467663,13.8075000963,29.1056682814,1,11.0535536241,25.928957157,1,8.6411516819,23.3536976289,1,1
493,20161215_1,4,12,0,246.6191216414,111.4714828978,9.9047801697,35.2434259816,1,8.2386176115,33.9992146772,1,6.7444245094,35.4415717468,1,1
494,20161215_1,4,13,0,232.7540550617,100.3249423968,53.4281325801,0,0,39.7429563672,0,0,27.5154410465,0,0,0
495,20161215_1,4,14,0,262.8304910018,121.7432607051,13.8005913151,0,0,8.6804369866,39.0401281026,1,7.0843970307,40.5457148192,1,0
496,20161215_1,5,1,0,225.1233269323,121.2664400236,13.2307677357,34.5831036794,1,10.6638729192,34.592271685,1,8.6304325071,33.8998686189,1,1
497,20161215_1,5,2,0,201.6563178525,106.2492803236,9.9500238192,22.1709524126,1,8.2815648815,25.4529552573,1,6.7879142479,27.4293525159,1,1
498,20161215_1,5,3,0,220.1501220674,117.625053798,8.7105262116,13.4930205505,1,7.2291920438,16.7712652944,1,5.9136074979,17.8508646355,1,1
499,20161215_1,5,4,0,210.2900329562,111.9015510994,9.003629047,19.6647871302,1,7.4719329303,22.0507467889,1,6.1133315409,23.906644626,1,1
500,20161215_1,5,5,0,214.3655384587,114.2933599673,20.7160005321,40.033960802,1,15.2486384666,26.2751907852,1,11.7459047059,22.7589565588,1,1
501,20161215_1,5,6,0,197.087638321,102.9815394172,30.608304611,0,0,24.4405699267,0,0,17.467556096,29.5253634967,1,0
502,20161215_1,5,7,0,229.0419837822,124.506815708,62.8966564026,0,0,43.2333413681,0,0,26.5280421594,0,0,0
503,20161215_1,5,8,0,222.4205741596,119.1726938469,12.7383428088,26.2895325876,1,10.5994414646,30.4257936363,1,8.7086481011,32.0706091099,1,1
504,20161215_1,6,1,0,97.8304112495,67.5570950937,35.4227302626,34.5414478431,1,29.1772600511,39.1463650347,1,23.4437187735,40.5682071869,1,1
505,20161215_1,6,2,0,90.6580975712,69.6426859365,17.2630277021,25.4811863143,1,13.8466990224,18.9743078844,1,10.535794207,9.3292767964,1,1
506,20161215_1,6,3,0,101.3167674189,66.8460576961,43.4735736649,0,0,36.1329775369,20.8438409098,1,31.8553956169,20.8044977723,1,0
507,20161215_1,6,4,0,94.4199057685,68.036906073,31.9852568429,0,0,24.6779742181,44.3511168737,1,20.9789772876,42.1927791211,1,0
508,20161215_1,6,5,0,125.8651358714,32.2872330369,20.7100351011,17.3914712781,1,16.9694502169,20.9854315511,1,13.9399256266,21.0953794117,1,1
509,20161215_1,6,6,0,88.1121934511,70.3160724644,19.8623862504,28.5718433346,1,15.5924715158,28.0804300116,1,12.4511837546,26.2134605695,1,1
510,20161215_1,6,7,0,108.4995510274,56.4776587596,18.6300979971,7.2503056006,1,12.9854485892,8.9737097663,1,9.1429458694,13.1578683479,1,1
511,20161215_1,6,8,0,103.5381801804,36.118423136,23.849929084,37.1294354424,1,18.8061894905,34.727403344,1,14.9584480884,31.8697656217,1,1
512,20161215_1,6,9,0,92.5390016698,73.8485078738,35.9032038089,0,0,27.2067713493,0,0,21.9646678884,0,0,0
513,20161215_1,6,10,0,82.0949105014,71.0902667127,36.1111957489,0,0,15.6442388124,0,0,4.4824220115,232.5123029556,1,0
514,20161215_1,6,11,0,100.5599753798,35.9903622588,20.9433616055,0,0,17.4529065903,0,0,13.8756281864,0,0,0
515,20161215_1,6,12,0,84.3653625936,70.8993894445,14.8507916965,11.0414893265,1,11.5445822227,7.2615140432,1,8.9809969043,6.9562916085,1,1
516,20161215_1,6,13,0,97.7535965717,35.4536242007,33.4436317824,0,0,22.623726514,0,0,14.7649638464,0,0,0
517,20161215_1,6,14,0,112.9509912713,32.6742852311,19.3014550656,0,0,12.948522581,33.2759370146,1,10.4348051933,32.5678596447,1,0
518,20161215_1,6,15,0,125.5059963938,46.5520932988,13.5947579271,0,0,8.3248200987,29.2081111921,1,6.6310505559,30.1749722293,1,0
519,20161215_1,6,16,0,100.4722906735,58.922671114,35.8337448309,0,0,13.956155776,0,0,8.8936135862,49.5256217048,1,0
520,20161215_1,6,17,0,111.2023038001,57.9248179492,11.0403106354,14.5327300479,1,9.132855599,15.9210638391,1,7.4370982513,17.9230965119,1,1
521,20161215_1,6,18,0,94.6717657357,35.622351916,44.1759651512,0,0,32.4355920006,0,0,23.6723512887,0,0,0
522,20161215_1,6,19,0,108.9009330389,38.7190704398,19.205360679,0,0,13.1082724906,4.3209432166,1,10.7317055164,3.0641565651,1,0
523,20161215_1,6,20,0,83.0353625507,69.513395807,12.9756748116,0,0,9.4672015886,0,0,4.1218441714,188.8300962739,1,0
524,20161215_1,7,1,0,49.2292524255,72.7902307017,32.7731792819,62.5769299444,1,28.5087629864,62.5573722047,1,24.6702332805,61.2361060853,1,1
525,20161215_1,7,2,0,44.3851208661,59.499530799,24.4134263341,48.8760968749,1,20.7060824509,46.9673692276,1,17.0810349319,44.412737175,1,1
526,20161215_1,7,3,0,38.8696639517,71.4107898934,38.267374194,0,0,30.0115618648,0,0,19.6856368719,46.1094365687,1,0
527,20161215_1,7,4,0,44.1524215251,72.1410639646,26.8376060951,0,0,22.0385427513,0,0,17.6081189393,0,0,0
528,20161215_1,7,5,0,36.1241584922,70.4463930519,36.2206518372,0,0,25.359544308,0,0,18.5976322176,0,0,0
529,20161215_1,7,6,0,55.211885852,40.7218113886,21.7345286014,29.754289892,1,18.6723989669,26.894930988,1,15.8621348369,25.0360404523,1,1
530,20161215_1,7,7,0,52.5970052197,71.8102478436,23.4517455651,0,0,19.424487181,0,0,15.6568597827,0,0,0
531,20161215_1,7,8,0,58.7942173254,42.6347025119,36.3990985587,0,0,20.7907081355,32.3442292803,1,16.8645974632,32.5575711585,1,0
532,20161215_1,7,9,0,48.9950015629,44.1810583744,25.7122715686,23.6425104757,1,21.8588297323,19.238070015,1,18.1883214105,17.2683342409,1,1
533,20161215_1,7,10,0,67.1247050542,42.6256647627,12.3429635679,39.7814471676,1,10.2543205716,37.6445631976,1,8.3950118189,36.0432508786,1,1
534,20161215_1,7,11,0,63.3201441701,36.0095355564,2.9464051045,135.506823709,1,0,0,0,0,0,0,0
535,20161215_1,7,12,0,68.4397277573,32.316360057,31.6757568625,0,0,28.751200279,0,0,13.6865875191,0,0,0
536,20161215_1,7,13,0,78.5679809777,74.8192905122,32.5995236951,0,0,16.8714810067,36.623592265,1,12.3832223654,27.7090857686,1,0
537,20161215_1,7,14,0,57.005959179,40.298341416,30.7609293471,4.0207709174,1,26.1686142107,5.2758135077,1,21.9038357221,0,0,0
538,20161215_1,7,15,0,74.9042887273,39.4560404254,37.8764564941,0,0,27.7313471251,0,0,20.6748293692,0,0,0
539,20161215_1,7,16,0,60.6919166879,38.6212916202,38.7056851118,0,0,27.1123691241,0,0,20.7303573191,28.8199105444,1,0
540,20161215_1,7,17,0,39.1910119884,62.6984185823,23.9365322113,0,0,15.0156808205,0,0,4.1751358329,78.4034057405,1,0
541,20161215_1,7,18,0,28.6318221752,67.3645976399,10.1206067852,0,0,4.4024972235,84.0955977563,1,0,0,0,0
542,20161215_1,8,1,0,236.438020672,84.0745636579,14.8711328331,36.5309600937,1,11.9951394528,34.603500895,1,9.4253176906,31.384421752,1,1
543,20161215_1,8,2,0,241.3684728501,86.8142780419,22.52150731,41.9680172544,1,17.7534429983,39.3829735648,1,13.5512668092,33.1732074518,1,1
544,20161215_1,8,3,0,241.4539782238,85.6656739447,56.5904001021,0,0,33.8562563947,0,0,16.2223754395,41.5751582943,1,0
545,20161215_1,8,4,0,245.7653263892,88.1810222529,14.7409514437,36.4143454634,1,11.4013392778,34.6457332307,1,7.9592454733,18.5234350402,1,1
546,20161215_1,8,5,0,268.9277440064,96.6637938019,10.5031184147,29.2053392104,1,8.4657483132,27.9195143774,1,6.8049794161,28.0156534225,1,1
547,20161215_1,8,6,0,251.4035312756,89.0927496143,22.5884638586,0,0,16.7475900751,63.4914364044,1,12.9514165153,60.2159817901,1,0
548,20161215_1,8,7,0,261.7418170759,92.999199679,13.3769870687,39.878917243,1,10.7274955953,39.7689766766,1,8.6145540183,39.9676794963,1,1
549,20161215_1,8,8,0,255.8003848147,90.7180183364,21.2647357551,0,0,15.4867128039,52.1744789781,1,11.5183492926,0,0,0
550,20161215_1,8,9,0,227.9784596376,77.4719378192,22.3799478437,44.9488478976,1,18.6183195667,46.4131358066,1,15.0823075412,45.5889849576,1,1
551,20161215_1,8,10,0,266.2677439206,95.1591323783,23.4250592535,0,0,17.3105736855,69.0603135843,1,14.2068028333,69.0572243031,1,0
552,20161215_1,8,11,0,233.5025685583,81.3544169442,17.7640955286,43.4394276006,1,14.3685147475,42.8251138401,1,11.1380601551,36.4482073736,1,1
553,20161215_1,8,12,0,273.1931961631,99.5439101165,44.0363784544,0,0,28.7746065785,0,0,17.5955551316,0,0,0
554,20161215_1,8,13,0,274.523196206,100.3455251663,31.0206831987,0,0,21.0290524656,0,0,21.1873459971,0,0,0
555,20161215_1,8,14,0,264.2727438562,94.0642109556,16.3872608355,0,0,12.0479296462,0,0,8.4312115082,50.5030727148,1,0
556,20161215_1,9,1,0,203.6466230733,77.7822031824,11.1653606384,17.8609267245,1,9.031751559,18.920047989,1,7.2535295801,20.1097010246,1,1
557,20161215_1,9,2,0,190.947605995,66.1695702705,8.6778424032,2.8069152285,1,7.1905877405,3.6975537183,1,5.8715518527,3.6367844006,1,1
558,20161215_1,9,3,0,177.0825394153,54.757561878,9.1119711602,6.4308192575,1,7.5278330717,8.8306920791,1,6.1325804976,10.3919966832,1,1
559,20161215_1,9,4,0,184.0934970315,60.3801303919,9.524957131,10.8615354707,1,7.8218340158,12.5223391519,1,6.3266050954,12.5780723146,1,1
560,20161215_1,9,5,0,173.4393345933,52.4602841014,9.3103883335,5.1828497582,1,7.7489235159,9.5786153328,1,6.3463802632,10.7497365805,1,1
561,20161215_1,9,6,0,215.4162068751,82.3522535096,26.412064732,0,0,8.6912690693,10.9428983654,1,7.1157752527,12.8805137099,1,0
562,20161215_1,9,7,0,189.0667018964,64.5661108272,10.8002893405,3.5757288146,1,8.8371312874,6.9719204574,1,7.1471867845,8.6422222096,1,1
563,20161215_1,9,8,0,196.1275140883,73.2346821941,7.9295246696,13.8556513876,1,6.5751006147,15.6524164861,1,5.3770643913,17.7136834708,1,1
564,20161215_1,9,9,0,180.6829915505,58.1482624034,10.8536098689,0,0,8.2905375709,9.6425347475,1,6.6798270327,9.4644493787,1,0
565,20161215_1,9,10,0,201.6516230089,77.5015624659,10.7012562934,28.5514715101,1,9.0081125695,30.0309518063,1,7.478131281,31.1092242404,1,1
566,20161215_1,9,11,0,206.582075187,80.3159369708,18.2948845301,0,0,11.9652184309,0,0,8.5066353187,0,0,0
567,20161215_1,9,12,0,205.9170751655,78.767257131,8.9469695844,29.2482271871,1,7.4503958067,32.9847618497,1,6.1055242754,34.5231391519,1,1
568,20161215_1,9,13,0,205.6416231377,79.7542254735,24.2555904441,0,0,7.1893948297,0,0,0,0,0,0
569,20161215_1,9,14,0,191.8880580443,66.9767128274,10.9207781091,20.5900324247,1,9.0276128384,23.5109601035,1,7.3480659155,25.0145467661,1,1
570,20161217_1,0,0,0,0,74.1479190611,40.6259021963,0,0,44.9805032559,0,0,27.6167341446,0,0,0
571,20161217_1,1,1,0,66.5145264056,33.4692142249,26.2948689829,0,0,20.0223861273,0,0,14.863452594,0,0,0
572,20161217_1,1,2,0,70.2613580467,31.2965330144,20.6511026615,18.6269518361,1,17.2131899447,15.9317162601,1,14.113236852,12.7183536771,1,1
573,20161217_1,1,3,0,136.7303955135,44.2277948316,8.4569984589,13.9849690017,1,7.0342050248,12.9660320331,1,5.7589872686,13.1477050817,1,1
574,20161217_1,1,4,0,125.0171748929,40.573841303,7.0219200982,5.372639934,1,5.868942423,5.8457880754,1,4.826013166,5.6223971658,1,1
575,20161217_1,1,5,0,130.9735857039,42.3207869564,10.2821053087,13.6316434995,1,8.3229553678,11.5705887789,1,6.6928852153,12.2134933603,1,1
576,20161217_1,1,6,0,120.0439688866,38.4130606781,12.7207438951,6.0160679297,1,10.3157558361,3.8117981428,1,8.2831952683,4.1563879952,1,1
577,20161217_1,1,7,0,80.7159217607,29.6245063761,12.0444834901,16.4851936253,1,9.7850423013,16.5045069275,1,7.8834759731,14.7671022929,1,1
578,20161217_1,1,8,0,95.2205441524,21.0197441882,19.6749910688,0,0,10.9495944085,12.8624930641,1,8.8173368176,11.0921933682,1,0
579,20161217_1,1,9,0,77.4186956941,27.5265634332,21.598281725,0,0,13.5107093208,60.9710531951,1,10.7651890196,59.8363509458,1,0
580,20161217_1,1,10,0,104.9216064037,31.6334860889,24.6015485634,0,0,17.8064416078,9.0258604897,1,13.5834247771,4.2322650711,1,0
581,20161217_1,1,11,0,109.6193603081,33.203457858,11.7513105583,11.4694173636,1,9.6308402504,9.0580446093,1,7.7954494595,6.7365992682,1,1
582,20161217_1,1,12,0,117.3839680855,36.5229645756,15.7443403185,24.1840753772,1,12.4895630514,18.8567346732,1,9.8587738255,13.5008522695,1,1
