,lChirpCorr_distance,lChirpCorr_ExpDate,lChirp_corr,lChirpCorr_Angle,type
395,225.6555,20170615,0.5431326,24.629744,0.0
396,188.82727,20170615,0.50548226,20.269764,0.0
397,184.51906,20170615,0.44884077,21.044268,0.0
398,290.46024,20170615,0.5054257,11.557319,0.0
399,282.18878,20170615,0.5804752,9.785421,0.0
400,55.593193,20170615,0.81904715,160.57687,0.0
401,12.801905,20170615,0.7940128,155.7337,0.0
402,14.48733,20170615,0.7016883,50.935566,0.0
403,54.05306,20170615,0.7054159,28.784063,0.0
404,64.73954,20170615,0.7440993,27.846483,0.0
405,67.95044,20170615,0.7753929,28.972366,0.0
406,61.918182,20170615,0.6991613,27.80055,0.0
407,326.46463,20170615,0.6673276,49.297493,0.0
408,315.41855,20170615,0.5939753,48.672848,0.0
409,291.44644,20170615,0.6215771,49.266838,0.0
410,281.3686,20170615,0.6284071,48.51987,0.0
411,285.44412,20170615,0.5472353,48.613647,0.0
412,319.98724,20170615,0.6905498,49.048775,0.0
413,172.59856,20170615,0.7409169,32.51292,0.0
414,161.86165,20170615,0.7232178,29.40731,0.0
415,138.24739,20170615,0.74239933,36.284885,0.0
416,130.29146,20170615,0.7156062,37.115852,0.0
417,143.7715,20170615,0.6668942,36.37794,0.0
418,189.2151,20170615,0.6962302,34.35443,0.0
419,176.67137,20170615,0.6540321,29.820766,0.0
420,146.5779,20170615,0.6425236,36.882996,0.0
421,184.51735,20170615,0.61272824,32.6249,0.0
422,210.0988,20170615,0.59047776,34.634617,0.0
423,183.0465,20170615,0.63567966,47.79401,0.0
424,223.77872,20170615,0.56393236,45.033424,0.0
425,189.10655,20170615,0.6119847,46.16095,0.0
426,194.22615,20170615,0.5934521,44.876545,0.0
427,217.8223,20170615,0.51919246,45.94017,0.0
428,152.68839,20170615,0.4852479,63.047462,0.0
429,120.06959,20170615,0.5746234,33.23405,0.0
430,109.819916,20170615,0.54408014,25.591103,0.0
431,147.51834,20170615,0.58017266,35.86698,0.0
432,158.57909,20170615,0.5608222,32.199833,0.0
433,121.75087,20170615,0.5278897,19.085537,0.0
434,117.44266,20170615,0.49879158,19.695454,0.0
435,142.65619,20170615,0.5470769,20.899263,0.0
436,134.38472,20170615,0.59887755,18.18254,0.0
437,42.79129,20170615,0.83031636,170.46155,0.0
438,70.08052,20170615,0.7403633,38.398277,0.0
439,109.646255,20170615,0.73363477,18.704031,0.0
440,120.33273,20170615,0.76924974,16.245628,0.0
441,123.54363,20170615,0.8389054,17.558481,0.0
442,117.511375,20170615,0.7565074,15.89562,0.0
443,382.05783,20170615,0.69668376,42.768726,0.0
444,371.01172,20170615,0.6204617,42.04607,0.0
445,347.03964,20170615,0.6530883,43.093807,0.0
446,336.9618,20170615,0.65860504,42.252743,0.0
447,341.03732,20170615,0.57500815,42.308926,0.0
448,375.5804,20170615,0.7223572,42.38975,0.0
449,228.19176,20170615,0.7808301,32.28229,0.0
450,217.45483,20170615,0.77184016,26.349411,0.0
451,193.84058,20170615,0.7812696,36.393345,0.0
452,185.88466,20170615,0.7591006,38.067856,0.0
453,199.3647,20170615,0.7111601,35.342438,0.0
454,244.80829,20170615,0.7343742,29.84762,0.0
455,232.26457,20170615,0.6880484,29.351252,0.0
456,202.17108,20170615,0.68045515,35.138966,0.0
457,240.11053,20170615,0.65239275,28.171324,0.0
458,265.692,20170615,0.61481506,28.86714,0.0
459,238.6397,20170615,0.66783535,45.876205,0.0
460,279.37192,20170615,0.5904474,39.854057,0.0
461,244.69974,20170615,0.64041567,43.77018,0.0
462,249.81934,20170615,0.61044717,42.156197,0.0
463,273.4155,20170615,0.544429,41.00256,0.0
464,208.28159,20170615,0.5030718,61.20932,0.0
465,175.66278,20170615,0.60165083,36.25564,0.0
466,165.4131,20170615,0.58104247,31.048353,0.0
467,203.11154,20170615,0.6107335,34.178074,0.0
468,214.17229,20170615,0.5864749,29.421036,0.0
469,177.34407,20170615,0.53932565,26.700678,0.0
470,173.03586,20170615,0.53178024,27.51176,0.0
471,198.24939,20170615,0.5954763,17.217718,0.0
472,189.97792,20170615,0.6409201,14.648719,0.0
473,27.289234,20170615,0.7364328,45.430054,0.0
474,66.854965,20170615,0.74272984,23.588953,0.0
475,77.54144,20170615,0.7647627,22.346157,0.0
476,80.75235,20170615,0.807296,23.520977,0.0
477,74.720085,20170615,0.765115,22.250553,0.0
478,339.26654,20170615,0.69466597,47.56072,0.0
479,328.22043,20170615,0.635773,46.911198,0.0
480,304.24835,20170615,0.64441925,47.60697,0.0
481,294.1705,20170615,0.67720234,46.834938,0.0
482,298.24603,20170615,0.5930248,46.92116,0.0
483,332.78912,20170615,0.7183997,47.28242,0.0
484,185.40047,20170615,0.78482586,32.019627,0.0
485,174.66354,20170615,0.7738256,28.21282,0.0
486,151.04929,20170615,0.79410386,35.928253,0.0
487,143.09337,20170615,0.7783666,36.97276,0.0
488,156.57341,20170615,0.7103661,35.752026,0.0
489,202.01701,20170615,0.7335884,32.92101,0.0
490,189.47328,20170615,0.70298,29.227345,0.0
491,159.37979,20170615,0.68439215,36.098976,0.0
492,197.31924,20170615,0.66038984,31.179266,0.0
493,222.90071,20170615,0.62816405,32.93744,0.0
494,195.8484,20170615,0.67904043,46.98815,0.0
495,236.58063,20170615,0.5911227,43.490715,0.0
496,201.90845,20170615,0.65270996,45.23492,0.0
497,207.02805,20170615,0.62158126,43.86572,0.0
498,230.6242,20170615,0.55947715,44.45589,0.0
499,165.4903,20170615,0.5058332,62.46096,0.0
500,132.87149,20170615,0.619467,33.553818,0.0
501,122.62182,20170615,0.60221225,26.432016,0.0
502,160.32025,20170615,0.64456546,35.082684,0.0
503,171.381,20170615,0.59433514,31.115011,0.0
504,134.55278,20170615,0.5607863,20.417309,0.0
505,130.24457,20170615,0.53421795,21.102285,0.0
506,155.4581,20170615,0.5803995,18.42573,0.0
507,147.18663,20170615,0.6328392,15.641916,0.0
508,39.56573,20170615,0.64879954,171.94392,0.0
509,50.25221,20170615,0.6728312,165.69081,0.0
510,53.46311,20170615,0.71422684,167.76315,0.0
511,47.43085,20170615,0.65074515,162.3497,0.0
512,323.80463,20170615,0.5776609,45.88053,0.0
513,312.75854,20170615,0.5398635,45.26016,0.0
514,288.78644,20170615,0.5651978,45.83977,0.0
515,278.7086,20170615,0.5498183,45.09587,0.0
516,282.78412,20170615,0.490064,45.19058,0.0
517,317.32724,20170615,0.5860579,45.636776,0.0
518,169.93857,20170615,0.64534396,29.634264,0.0
519,159.20164,20170615,0.63674194,25.982084,0.0
520,135.58739,20170615,0.6309204,33.111755,0.0
521,127.63146,20170615,0.6293924,34.0506,0.0
522,141.11151,20170615,0.566379,33.09412,0.0
523,186.5551,20170615,0.6091717,30.917202,0.0
524,174.01137,20170615,0.5572226,26.541977,0.0
525,143.9179,20170615,0.5363071,33.54757,0.0
526,181.85735,20170615,0.5407592,29.187792,0.0
527,207.4388,20170615,0.53064966,31.217194,0.0
528,180.38649,20170615,0.5372218,45.81536,0.0
529,221.11873,20170615,0.48875168,42.988914,0.0
530,186.44655,20170615,0.52409637,44.16175,0.0
531,191.56615,20170615,0.49735716,42.864937,0.0
